Description,Ticker,Field ID,Field Mnemonic,Data State,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb,23-Mar,23-Apr,23-May,23-Jun,23-Jul,23-Aug,23-Sep,23-Oct,23-Nov
            First Trust NASDAQ Clean Edge,QCLN US Equity,0.0,0.0,Expression,-59.51434,-38.687711,-61.557526,-20.362,-28.3575,-33.169,-26.154,-15.9625,-20.265,22.129,-75.465734,-21.895345,-24.515679,0.0
            VanEck Low Carbon Energy ETF,SMOG US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-6.002453,0.0,0.0,-0.087246,-5.818341,-6.012924,0.0,-5.679897,0.0,-9.799159,0.0
            First Trust Global Wind Energy,FAN US Equity,0.0,0.0,Expression,1.582052,1.739365,-5.230223,6.45,2.806,-9.511,-3.621,-7.9845,-9.7205,-7.6365,-3.219622,0.0,-8.419798,0.0
            Global X Uranium ETF,URA US Equity,0.0,0.0,Expression,25.181,-13.927,-60.7622,56.4471,-98.1669,-45.4641,-38.6184,26.8682,58.8242,-15.0637,74.8122,83.4255,105.3796,0.0
            First Trust EIP Carbon Impact,ECLN US Equity,0.0,0.0,Expression,4.860425,1.295983,1.283951,0.0,0.005,0.0,1.2835,1.268,0.0,0.0185,-1.236,0.0,-1.139187,0.0
            Global X CleanTech ETF,CTEC US Equity,0.0,0.0,Expression,0.0,0.4752,2.0942,0.0,-4.4274,-2.1474,-4.6713,-3.7172,-2.4132,-1.8156,-3.1402,-2.3915,0.0,0.0
            SmartETFs Sustainable Energy I,SULR US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Blue Horizon New Energy Econom,BNE US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,1.913545,-1.27084,0.0,0.0,0.0,-2.063857,0.0,0.0,0.0,0.0
            Invesco Solar ETF,TAN US Equity,0.0,0.0,Expression,-211.021707,213.537551,-121.945233,-36.098859,-68.449393,-23.44629,-65.425025,-73.44647,17.295117,-16.23281,-60.217519,13.216526,4.070632,0.0
            Defiance Next Gen H2 ETF,HDRO US Equity,0.0,0.0,Expression,-1.50288,0.46456,0.0,-0.738235,1.599455,-0.988375,0.44622,0.0,0.625365,-1.099562,0.0,-0.181668,0.0,0.0
            Direxion Hydrogen ETF,HJEN US Equity,0.0,0.0,Expression,0.0,2.839062,0.0,0.0,3.889001,2.789178,0.0,0.0,1.37316,-1.746917,0.0,0.0,1.172763,0.0
            Global X Hydrogen ETF,HYDR US Equity,0.0,0.0,Expression,-0.9081,2.4598,0.1084,1.9024,3.0021,1.7624,0.0,0.4495,8.252,4.1103,3.0259,0.0,0.0,0.0
            Fidelity Clean Energy ETF,FRNW US Equity,0.0,0.0,Expression,0.0,1.15316,0.0,3.492666,0.0,-1.002943,0.0,0.0,0.0,0.0,-0.969253,0.0,0.0,0.0
            Global X Wind Energy ETF,WNDY US Equity,0.0,0.0,Expression,0.0,0.0,0.0,7.2454,5.422,-8.7262,-0.5205,0.0,0.0,-0.4788,0.0,0.0,-0.9795,0.0
            Global X Solar ETF,RAYS US Equity,0.0,0.0,Expression,0.0,-1.045,-1.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2978,0.0,0.0
            Proshares S&P Kensho Cleantech,CTEX US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.86218,0.907497,-0.87137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Direxion Daily Global Clean En,KLNE US Equity,0.0,0.0,Expression,-1.437093,0.0,0.827548,-0.761343,0.0,0.0,0.0,0.0,0.0,0.618082,0.48202,0.452472,0.0,0.0
            iClima Climate Change Solution,CLMA US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            SoFi Smart Energy ETF,SHFT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,-0.047875,0.0,-0.36402,-0.362602,0.0,0.0,-0.138798,0.0,0.0,0.0
            Virtus Duff & Phelps Clean Ene,VCLN US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.646615,0.0,0.0,0.0
            iShares Paris - Aligned Climat,PABU US Equity,0.0,0.0,Expression,-2.0275,74.96405,2.128965,0.0,25.99807,0.0,290.586,163.68075,-2.403625,-24.40695,-47.072685,-7.408487,0.0,0.0
            Goldman Sachs Bloomberg Clean,GCLN US Equity,0.0,0.0,Expression,0.0,0.0,0.0,1.837556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Strategy Shares Halt Climate C,NZRO US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Engine NO 1 Transform Climate,NETZ US Equity,0.0,0.0,Expression,5.979134,-1.042016,-1.798489,0.993257,1.005932,16.264647,0.0,0.997237,-4.015152,3.118934,17.031181,4.154104,-11.00204,0.0
            Kraneshares Global Carbon Tran,KGHG US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Neuberger Berman Carbon Transi,NBCT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,5.50192,13.65827,0.605758,0.0,0.0,0.0,0.64825,0.0,0.57775,0.0,0.0
            BlackRock Future Climate and S,BECO US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Ishares Breakthrough Environme,ETEC US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Cloud Computing,0,0.0,0.0,Sum,-87.292388,-71.377924,-152.593088,-142.640256,-68.848272,-62.140445,-206.973436,-38.875064,-2.837274,-183.96636,-50.040694,-76.050972,-64.036702,0.0
            Global X Cloud Computing ETF,CLOU US Equity,0.0,0.0,Expression,-17.3782,-10.7446,-30.8266,-6.2176,-2.7304,-18.0007,-13.5895,-13.4734,3.2625,-9.5848,-24.8306,-9.5778,0.0,0.0
            First Trust Cloud Computing ET,SKYY US Equity,0.0,0.0,Expression,-54.591838,-80.640433,-107.512075,-138.586,-58.721,-31.666,-191.4805,-19.025,-4.042,-191.1085,-19.426857,-34.266931,-78.74439,0.0
            Tortoise Cloud Infrastructure,TCLD US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            WisdomTree Cloud Computing Fun,WCLD US Equity,0.0,0.0,Expression,-15.765978,18.591915,-14.748861,2.952613,-8.783205,-12.35526,-1.271086,-6.376664,-9.606499,11.75701,-6.537884,-32.990314,14.518489,0.0
            Simplify Volt Cloud & Cybersec,VCLO US Equity,0.0,0.0,Expression,-0.17692,0.0,0.0,-0.119191,0.0,-0.118485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Direxion Daily Cloud Computing,CLDL US Equity,0.0,0.0,Expression,0.307668,-0.409155,0.790128,-0.670078,-0.361162,0.0,-0.34202,0.0,-0.594751,0.713402,-0.398191,-0.202745,-0.181814,0.0
            Direxion Daily Cloud Computing,CLDS US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            ProShares Ultra Nasdaq Cloud C,SKYU US Equity,0.0,0.0,Expression,0.31288,0.393185,-0.29568,0.0,0.0,0.0,-0.29033,0.0,0.44102,0.183875,0.178414,0.0,0.371013,0.0
            Fidelity Cloud Computing ETF,FCLD US Equity,0.0,0.0,Expression,0.0,1.431164,0.0,0.0,1.747495,0.0,0.0,0.0,7.702456,4.072653,0.974424,0.986818,0.0,0.0
        Robotics & AI,0,0.0,0.0,Sum,-47.317347,-90.346294,-83.968778,32.061525,58.361365,113.042063,41.638822,438.392224,708.095312,328.361513,-30.252658,86.709554,-38.814481,0.0
            First Trust Nasdaq Artificial,ROBT US Equity,0.0,0.0,Expression,0.0,-3.807522,-7.272835,-1.804042,16.664025,18.396111,4.140916,50.707863,66.526605,50.713354,19.302747,14.323135,1.92044,0.0
            ARK Autonomous Technology & Ro,ARKQ US Equity,0.0,0.0,Expression,-19.703187,-17.855018,-27.17894,-11.017074,2.571421,-14.49886,-2.267599,4.665437,39.956129,17.38403,-28.895746,-10.595672,-25.134581,0.0
            Global X Artificial Intelligen,AIQ US Equity,0.0,0.0,Expression,0.0,-2.2011,-13.1723,-15.2888,2.5264,3.5856,9.2739,65.0412,134.435,102.2722,52.7837,64.7296,74.5326,0.0
            ROBO Global Robotics and Autom,ROBO US Equity,0.0,0.0,Expression,-12.503,-25.063209,-14.201924,34.450692,-19.189304,7.929972,-1.34625,9.486881,29.821992,10.23173,-20.419708,-14.326785,-26.739282,0.0
            iShares Robotics & Artificial,IRBO US Equity,0.0,0.0,Expression,-4.88496,-10.38278,0.0,0.0,18.42746,17.84814,18.129,17.8478,70.84406,54.35374,13.20012,12.4151,0.0,0.0
            Direxion Daily Robotics Artifi,UBOT US Equity,0.0,0.0,Expression,0.0,0.634935,-0.603599,2.324665,0.0,0.0,1.731682,2.962163,7.832752,1.154989,-0.931202,-2.479146,0.0,0.0
            Global X Robotics & Artificial,BOTZ US Equity,0.0,0.0,Expression,-10.2262,-31.6716,-20.333,24.5749,30.5167,79.7811,7.0814,234.8219,270.2608,41.9181,-72.8485,1.6712,-58.3991,0.0
            Franklin Intelligent Machines,IQM US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.305493,0.0,12.165514,-2.394762,0.0,0.0,0.0
            Listed Funds Trust TrueMark Te,LRNZ US Equity,0.0,0.0,Expression,0.0,0.0,-1.20618,-0.622285,0.0,0.0,0.0,3.319966,11.418732,0.293311,-1.790115,-0.61155,-2.512909,0.0
            Robo Global Artificial Intelli,THNQ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-0.660961,-0.799209,0.0,0.780931,3.332188,14.865179,7.320832,4.681356,21.583672,-0.827579,0.0
            Defiance Next Gen Big Data ETF,BIGY US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Wisdomtree Artificial Intellig,WTAI US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,7.643872,0.0,4.114842,43.797573,62.134063,30.553713,7.059452,0.0,-1.200671,0.0
            Gabelli Automation ETF,GAST US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.453399,0.0
            iShares Neuroscience And Healt,IBRN US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            AdvisorShares Drone Tech ETF,UAV US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.10443,0.0,0.0,0.0,0.10376,0.0,0.0,0.0,0.0,0.0,0.0
        Natural Resources,0,0.0,0.0,Sum,-218.710596,46.780007,380.048972,183.940789,35.133683,26.837192,28.562471,-364.483381,-98.429244,43.128724,34.312325,178.637612,90.303288,0.0
            FlexShares Morningstar Global,GUNR US Equity,0.0,0.0,Expression,-143.722015,8.74388,218.14619,83.69207,70.242315,36.97581,71.85731,25.00824,48.471165,27.018055,0.0,28.4708,0.0,0.0
            VanEck Natural Resources ETF,HAP US Equity,0.0,0.0,Expression,0.0,2.603958,7.692286,0.0,-7.54739,-2.535031,0.0,11.541343,-7.228404,-7.329881,4.741601,0.0,7.374513,0.0
            First Trust Indxx Global Natur,FTRI US Equity,0.0,0.0,Expression,7.779862,17.136517,16.677828,38.052235,9.886,-9.691,-4.083,-21.2245,-18.0495,-0.616,0.649372,-3.913141,-5.660248,0.0
            iShares North American Natural,IGE US Equity,0.0,0.0,Expression,-26.50851,37.72227,0.099115,-27.241025,-28.737965,-15.71647,-26.21675,-49.518155,-130.71995,-33.9307,-6.137195,14.94731,-3.706159,0.0
            SPDR S&P Global Natural Resour,GNR US Equity,0.0,0.0,Expression,-21.018758,-4.015289,128.315132,136.665051,46.084147,12.303691,-7.622403,-280.089686,0.0,57.950789,27.455408,144.085969,163.224808,0.0
            USCF SummerHaven SHPEN Index F,BUYN US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Invesco Global Water ETF,PIO US Equity,0.0,0.0,Expression,2.872655,-3.371012,-4.993973,-1.768095,0.0,-1.671959,0.0,-5.276703,-1.797434,-12.576825,0.0,-3.492694,0.0,0.0
            Invesco Water Resources ETF,PHO US Equity,0.0,0.0,Expression,-0.525797,-8.934551,1.865506,-6.348078,24.5719,-7.11015,-11.463768,-10.404627,4.782049,10.935025,3.453601,-9.149883,-17.54324,0.0
            Invesco S&P Global Water Index,CGW US Equity,0.0,0.0,Expression,0.0,-3.9195,0.0,3.986792,-36.519782,-3.846299,-0.492002,-11.807153,-4.06739,-8.666081,-8.094686,-3.805033,-18.412781,0.0
            Ecofin Global Water ESG Fund,EBLU US Equity,0.0,0.0,Expression,0.0,-1.749915,-1.864045,-9.7609,0.0,-1.89622,-1.982565,0.0,0.0,0.0,0.0,-1.980835,0.0,0.0
            First Trust Water ETF,FIW US Equity,0.0,0.0,Expression,-3.678035,-11.647243,0.0,-20.6165,4.2575,-2.897,12.181,16.729,8.8545,9.0545,8.985,5.078186,-8.165859,0.0
            Global X Clean Water ETF,AQWA US Equity,0.0,0.0,Expression,0.0,0.0,0.712,0.0,0.0,0.0,0.0,0.0,-0.4593,0.312,0.612,0.0,0.0,0.0
            iShares MSCI Water Management,IWTR US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Sprott Energy Transition Mater,SETM US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,2.134114,3.195975,0.0,-1.337344,1.801804,0.878208,1.945909,1.272537,0.0,0.0
            Optica Rare Earth & Critical M,CRIT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-0.478,0.4092,-0.2087,0.3886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            VanEck Rare Earth/Strategic Me,REMX US Equity,0.0,0.0,Expression,-33.909998,14.210892,13.398933,-12.242761,-49.646356,19.934545,-4.003951,-38.103796,-0.016784,0.099634,0.701315,7.124396,-26.807746,0.0
        Infrastructure,0,0.0,0.0,Sum,127.215004,214.264685,21.39301,-405.550844,-120.807831,187.38785,-16.84777,41.525184,78.553227,338.012604,223.933157,-38.644263,-41.738059,0.0
            KraneShares MSCI One Belt One,OBOR US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            SPDR S&P Kensho Intelligent St,SIMS US Equity,0.0,0.0,Expression,-1.25478,-2.097976,-2.016704,-0.354272,0.374606,0.0,0.0,-2.670711,-0.712489,0.0,0.0,0.0,-0.285599,0.0
            iShares US Infrastructure ETF,IFRA US Equity,0.0,0.0,Expression,0.04726,77.78033,5.234945,-5.797865,17.46348,-29.47334,3.718835,-0.014385,5.729815,202.71939,69.90268,4.120038,21.459017,0.0
            First Trust North American Ene,EMLP US Equity,0.0,0.0,Expression,25.857579,17.492804,-0.023708,-16.3535,-88.8385,-21.0975,-16.193,-34.666,-22.808,-5.7095,-15.119447,14.345052,-75.576667,0.0
            FlexShares STOXX Global Broad,NFRA US Equity,0.0,0.0,Expression,15.922935,0.0,-191.987375,-80.22968,-41.07672,-30.34949,-31.917615,-36.85192,-33.443115,-5.2927,-7.54425,-34.38757,12.117095,0.0
            Global X US Infrastructure Dev,PAVE US Equity,0.0,0.0,Expression,-68.4396,-21.9702,-28.764,-93.8234,69.7683,293.6088,10.9662,111.0562,213.4352,106.6793,234.7012,65.6459,52.2615,0.0
            iShares Emerging Markets Infra,EMIF US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.072965,0.0,0.0,0.0
            iShares Global Infrastructure,IGF US Equity,0.0,0.0,Expression,119.59577,111.43983,231.1802,-175.61222,-52.05415,-27.84729,0.0,0.0,23.2383,38.0148,-64.0176,-79.403085,-37.748843,0.0
            Invesco Emerging Markets Infra,PXR US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            SPDR S&P Global Infrastructure,GII US Equity,0.0,0.0,Expression,14.174328,13.244716,0.437801,-8.305672,-5.445641,0.0,13.825713,0.0,-111.476467,0.0,0.0,-10.241077,-16.900332,0.0
            ProShares DJ Brookfield Global,TOLZ US Equity,0.0,0.0,Expression,21.311512,18.375181,6.370924,-24.36238,-20.265331,2.54667,-1.411753,0.0,1.82504,-7.724686,2.21932,1.276479,-0.825038,0.0
            Columbia India Infrastructure,INXX US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Cushing Transportation & MLP E,XLTY US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            AGF Global Infrastructure ET,GLIF US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Sonicshares Global Shipping ET,BOAT US Equity,0.0,0.0,Expression,0.0,0.0,-0.708693,0.0,0.0,0.0,0.0,0.0,-1.414892,0.0,0.697322,0.0,4.130105,0.0
            US Global Sea to Sky Cargo ETF,SEA US Equity,0.0,0.0,Expression,0.0,0.0,0.41962,-0.711855,-0.733875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72338,0.0
            BNY Mellon Global Infrastructu,BKGI US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,4.16385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            JPMorgan Sustainable Infrastru,BLLD US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.672,0.0,9.326,0.0,0.0,0.0,0.0
            iShares Environmental Infrastr,EFRA US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Procure Disaster Recovery ETF,FIXT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.179835,0.0,-2.89274,0.0,0.0,0.0
            Clearbridge Sustainable Infras,INFR US Equity,0.0,0.0,Expression,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.059637,0.0,-1.092677,0.0
        EM Tech,0,0.0,0.0,Sum,-79.320991,31.963425,120.835164,425.65919,-527.798332,-391.877856,-82.80693,-279.650354,-21.243481,497.099067,352.56731,10.523691,-97.514813,0.0
            KraneShares CSI China Internet,KWEB US Equity,0.0,0.0,Expression,-93.373,38.5235,168.074,415.328,-539.112,-401.7675,-91.197,-305.606,-69.4665,472.5095,310.0455,-22.2795,-83.913,0.0
            Direxion Daily CSI China Inter,CWEB US Equity,0.0,0.0,Expression,31.751759,-13.693575,-22.952139,10.334218,3.869168,15.197394,9.08232,26.078546,47.742494,1.451317,32.131927,10.921975,-5.559313,0.0
            Emerging Markets Internet and,EMQQ US Equity,0.0,0.0,Expression,-17.936,6.6015,-25.5835,0.0,4.8465,-6.107,-2.935,-13.4445,-18.141,-10.5515,-9.3315,-13.81,-18.6375,0.0
            Global X MSCI China Informatio,CHIK US Equity,0.0,0.0,Expression,0.0,0.0,-0.4929,0.0,0.0,0.0,-0.5475,0.0,-1.0014,0.0,-0.1551,0.0,0.0,0.0
            FMQQ The Next Frontier Interne,FMQQ US Equity,0.0,0.0,Expression,0.23625,0.532,1.2335,0.0,0.0,0.2595,0.0,0.0,0.0,0.5365,1.053,0.0,0.0,0.0
            Global X Emerging Markets Inte,EWEB US Equity,0.0,0.0,Expression,0.0,0.0,3e-06,-0.003028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Vaneck Digital India ETF,DGIN US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741675,0.0,0.795733,0.827366,0.0,0.0
            iShares MSCI China Multisector,TCHI US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Kraneshares China Internet And,KLIP US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,2.391,0.53975,2.58925,13.0135,16.24225,31.82625,16.41425,33.47725,10.595,0.0
            INQQ The India Internet & Ecom,INQQ US Equity,0.0,0.0,Expression,0.0,0.0,0.5562,0.0,0.207,0.0,0.201,0.3081,2.639,1.327,1.6135,1.3866,0.0,0.0
        FinTech,0,0.0,0.0,Sum,-16.019297,-68.985531,-64.910545,-40.088098,-18.550028,-63.075458,-20.738086,-22.43746,-35.459355,7.448729,-67.653716,-26.18241,-57.400294,0.0
            Global X FinTech ETF,FINX US Equity,0.0,0.0,Expression,-3.0795,-42.0038,-23.9425,-22.3301,-6.2446,-7.967,-1.6176,-22.7069,-9.57,3.7074,-19.6962,-9.6288,-8.4305,0.0
            PureFunds Solactive FinTech ET,FINQ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            ARK Fintech Innovation ETF,ARKF US Equity,0.0,0.0,Expression,2.686488,-14.948946,-29.025775,14.405638,0.980342,-40.178715,-12.364711,16.685495,-2.78354,14.954559,-41.800121,0.0,-23.946809,0.0
            ETFMG Prime Mobile Payments ET,IPAY US Equity,0.0,0.0,Expression,-15.626285,-12.032785,-11.94227,-31.585095,-13.28577,-14.672315,-6.22937,-16.416055,-23.105815,-11.21323,-6.157395,-16.55361,-25.022985,0.0
            Ecofin Digital Payments Infras,TPAY US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            UP Fintech China-US Internet T,TTTN US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Amplify CrowdBureau Online Len,LEND US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Simplify Volt Fintech Disrupti,VFIN US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Amplify Digital & Online Tradi,BIDS US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Direxion Daily Fintech Bull 2x,FNTC US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-0.578541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Grayscale Future of Finance ET,GFOF US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,-0.257428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Blackrock Future Financial And,BPAY US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Amplify Emerging Markets FinTe,EMFQ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,-0.526405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Cybersecurity,0,0.0,0.0,Sum,-4.599742,-107.088211,-270.04828,-257.404187,-76.818447,-68.409755,-47.06319,-102.82451,-24.463252,-42.876365,-80.414819,-115.363496,52.480735,0.0
            First Trust NASDAQ Cybersecuri,CIBR US Equity,0.0,0.0,Expression,2.557998,-56.242862,-180.57202,-60.320122,-48.1405,-22.4545,-65.792,-109.3085,66.4515,-2.1155,-17.569899,-47.953232,20.513642,0.0
            ETFMG Prime Cyber Security ETF,HACK US Equity,0.0,0.0,Expression,-22.215585,-19.871955,-33.77176,-24.440435,-9.34933,-20.987415,-14.112275,-25.10344,-27.293715,-7.73047,-20.166,-28.59114,0.0,0.0
            Global X Cybersecurity ETF,BUG US Equity,0.0,0.0,Expression,16.4061,-39.642,-55.7045,-159.4124,-6.1969,-12.0475,-14.3366,31.4054,-62.4863,-53.0461,-29.3111,-35.0419,-7.5847,0.0
            WisdomTree Cybersecurity Fund,WCBR US Equity,0.0,0.0,Expression,-1.348255,-0.147197,0.0,0.0,-0.929057,-0.729735,0.0,0.0,0.761578,0.0,0.0,0.0,0.0,0.0
            ProShares Ultra Nasdaq Cyberse,UCYB US Equity,0.0,0.0,Expression,0.0,0.639278,0.0,0.0,0.0,0.0,-0.701145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            iShares Cybersecurity and Tech,IHAK US Equity,0.0,0.0,Expression,0.0,8.176525,0.0,-13.23123,-12.20266,-12.190605,47.87883,0.18203,-1.896315,20.015705,-13.36782,-3.777224,39.551793,0.0
            Direxion Daily Cyber Security,HAKK US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        IPO & SPAC,0,0.0,0.0,Sum,-68.869552,-61.188542,-86.908894,-42.1285,-3.900128,-40.672009,-19.345808,-40.620242,-12.722337,25.30172,-40.183496,-43.573739,-43.803617,0.0
            Renaissance IPO ETF,IPO US Equity,0.0,0.0,Expression,1.567481,-5.312307,-4.884251,-8.826285,7.071238,-9.890107,0.0,7.465654,17.347443,43.076634,-25.471678,-4.841462,-16.680155,0.0
            Renaissance International IPO,IPOS US Equity,0.0,0.0,Expression,-0.758201,0.0,-0.86393,0.0,0.0,-0.818756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            First Trust US Equity Opportun,FPX US Equity,0.0,0.0,Expression,-41.952016,-29.70133,-28.108486,-24.4775,-8.4735,-20.2795,-12.2835,-16.2015,-21.36,0.2535,-8.227041,-33.902534,-24.24871,0.0
            Invesco S&P Spin-Off ETF,CSD US Equity,0.0,0.0,Expression,-1.050233,-0.552176,-0.515667,-0.541177,-1.186638,-1.662615,0.0,-0.548019,-0.560566,-0.593886,-1.138135,0.0,0.0,0.0
            First Trust International Equi,FPXI US Equity,0.0,0.0,Expression,-26.329753,-18.879602,-44.99,-12.2225,0.0,-10.0185,-8.099,-27.427,-7.8855,-14.206,-6.169005,-3.966,-1.867906,0.0
            First Trust IPOX Europe Equity,FPXE US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,-1.0795,0.0,0.0,0.0,0.0,0.0,0.0,-1.080131,0.0,0.0
            Defiance NextGen SPAC Derived,SPAK US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            SPAC & New Issue ETF,SPCX US Equity,0.0,0.0,Expression,-0.657427,-3.931965,0.037093,-1.838367,-1.184503,-1.792912,0.0,-1.187528,0.0,0.0,-0.595005,0.0,-0.58802,0.0
            Morgan Creek-Exos SPAC Origina,SPXZ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
